,Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,Latest Budget Changes,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,Original Budget,Original Completion,Original Expected Duration,Latest Budget Changes (Scaled to Original),Total Budget Changes (Scaled to Original),Latest Schedule Changes (Scaled to Original),Total Schedule Changes (Scaled to Original),Total Frequency of Budget Changes,Total Frequency of Schedule Changes,Cumulative Budget Changes ($),Cumulative Schedule Changes (days),Budget_Change_Boolean,Schedule_Change_Boolean,Cumulative Budget Changes (no. of times),Cumulative Schedule Changes (no. of times)
579,2017-09-01,347,"West 59th Street Marine Transfer Station Construction, Phase 2","Phase I repairs the inshore platform, replaces scales and control equipment, dredging around the pier, & site work. Phase 2 refurbishes existing pier building incl. pier structure, pile caps, fendering, construction of new emergency generator, etc.",Sanitation,Manhattan,DDC,DSNY,Construction,2012-01-17,88884000.0,3938000.0,42146000.0,2018-11-26,202.0,942.0,61077000.0,2018-01-28,2203.0,0.06447598932495047,0.690046989865252,0.09169314571039491,0.42759872900590107,11.0,10.0,27807000.0,302.0,1.0,1.0,6.0,7.0
578,2018-03-01,347,"West 59th Street Marine Transfer Station Construction, Phase 2","Phase I repairs the inshore platform, replaces scales and control equipment, dredging around the pier, & site work. Phase 2 refurbishes existing pier building incl. pier structure, pile caps, fendering, construction of new emergency generator, etc.",Sanitation,Manhattan,DDC,DSNY,Construction,2012-01-17,95281000.0,6397000.0,42146000.0,2018-11-26,0.0,942.0,61077000.0,2018-01-28,2203.0,0.10473664390850893,0.690046989865252,0.0,0.42759872900590107,11.0,10.0,34204000.0,302.0,1.0,0.0,7.0,7.0
577,2018-08-01,347,"West 59th Street Marine Transfer Station Construction, Phase 2","Phase I repairs the inshore platform, replaces scales and control equipment, dredging around the pier, & site work. Phase 2 refurbishes existing pier building incl. pier structure, pile caps, fendering, construction of new emergency generator, etc.",Sanitation,Manhattan,DDC,DSNY,Construction,2012-01-17,96419000.0,1138000.0,42146000.0,2019-05-08,163.0,942.0,61077000.0,2018-01-28,2203.0,0.018632218347332058,0.690046989865252,0.07399001361779392,0.42759872900590107,11.0,10.0,35342000.0,465.0,1.0,1.0,8.0,8.0
576,2019-01-01,347,"West 59th Street Marine Transfer Station Construction, Phase 2","Phase I repairs the inshore platform, replaces scales and control equipment, dredging around the pier, & site work. Phase 2 refurbishes existing pier building incl. pier structure, pile caps, fendering, construction of new emergency generator, etc.",Sanitation,Manhattan,DDC,DSNY,Construction,2012-01-17,92634000.0,-3785000.0,42146000.0,2019-11-05,181.0,942.0,61077000.0,2018-01-28,2203.0,-0.061970954696530606,0.690046989865252,0.08216068996822515,0.42759872900590107,11.0,10.0,31557000.0,646.0,1.0,1.0,9.0,9.0
575,2019-05-01,347,"West 59th Street Marine Transfer Station Construction, Phase 2","Project 2 Scope: Refurbishment of the existing pier building including: repair of existing pier structure including pile caps and fendering; construction of new emergency generator, electrical, mechanical, fire pump and fire valve rooms; new exit passageway construction and existing exit passageway refurbishment; re-arrangement and refurbishment of the Operations Building interiors; replacement of fire suppression system throughout the entire pier structure; mechanical, electrical and plumbing system upgrades; refurbishment and painting the existing pier interior steel framing and wall/roof surfaces; recoating the  structure's exterior cladding systems including metal wall and roof  panel system and translucent panel wall cladding system.",Sanitation,Manhattan,DDC,DSNY,Construction,2012-01-17,103201000.0,10567000.0,42146000.0,2020-08-27,296.0,942.0,61077000.0,2018-01-28,2203.0,0.17301111711446207,0.690046989865252,0.13436223331820246,0.42759872900590107,11.0,10.0,42124000.0,942.0,1.0,1.0,10.0,10.0
574,2019-09-01,347,"West 59th Street Marine Transfer Station Construction, Phase 2","Project 2 Scope: Refurbishment of the existing pier building including: repair of existing pier structure including pile caps and fendering; construction of new emergency generator, electrical, mechanical, fire pump and fire valve rooms; new exit passageway construction and existing exit passageway refurbishment; re-arrangement and refurbishment of the Operations Building interiors; replacement of fire suppression system throughout the entire pier structure; mechanical, electrical and plumbing system upgrades; refurbishment and painting the existing pier interior steel framing and wall/roof surfaces; recoating the  structure's exterior cladding systems including metal wall and roof  panel system and translucent panel wall cladding system.",Sanitation,Manhattan,DDC,DSNY,Construction,2012-01-17,103223000.0,22000.0,42146000.0,2020-08-27,0.0,942.0,61077000.0,2018-01-28,2203.0,0.0003602010576812876,0.690046989865252,0.0,0.42759872900590107,11.0,10.0,42146000.0,942.0,1.0,0.0,11.0,10.0
603,2013-09-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Design,2013-02-04,27500000.0,0.0,14621922.74,2017-01-29,0.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.0,0.7539518900343642,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
602,2014-01-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Design,2013-02-04,27500000.0,0.0,14621922.74,2017-01-29,0.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.0,0.7539518900343642,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
601,2014-05-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Design,2013-02-04,27500000.0,0.0,14621922.74,2017-06-01,123.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.08453608247422681,0.7539518900343642,4.0,8.0,0.0,123.0,0.0,1.0,0.0,1.0
600,2015-02-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Design,2013-02-04,27500000.0,0.0,14621922.74,2018-05-01,334.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.22955326460481099,0.7539518900343642,4.0,8.0,0.0,457.0,0.0,1.0,0.0,2.0
599,2015-08-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Design,2013-02-04,27500000.0,0.0,14621922.74,2018-05-01,0.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.0,0.7539518900343642,4.0,8.0,0.0,457.0,0.0,0.0,0.0,2.0
598,2016-01-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction Procurement,2013-02-04,27500000.0,0.0,14621922.74,2018-12-02,215.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.14776632302405499,0.7539518900343642,4.0,8.0,0.0,672.0,0.0,1.0,0.0,3.0
597,2016-06-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction Procurement,2013-02-04,27500000.0,0.0,14621922.74,2019-02-01,61.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.04192439862542955,0.7539518900343642,4.0,8.0,0.0,733.0,0.0,1.0,0.0,4.0
596,2016-11-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,45140189.96,17640190.0,14621922.74,2018-05-31,-246.0,1097.0,27500000.0,2017-01-29,1455.0,0.6414614545454546,0.5317062814545455,-0.16907216494845362,0.7539518900343642,4.0,8.0,17640190.0,487.0,1.0,1.0,1.0,5.0
595,2017-04-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,26732122.0,-18408068.0,14621922.74,2018-05-31,0.0,1097.0,27500000.0,2017-01-29,1455.0,-0.6693842909090909,0.5317062814545455,0.0,0.7539518900343642,4.0,8.0,-767878.0,487.0,1.0,0.0,2.0,5.0
594,2017-09-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,41250000.0,14517878.0,14621922.74,2018-05-31,0.0,1097.0,27500000.0,2017-01-29,1455.0,0.5279228363636363,0.5317062814545455,0.0,0.7539518900343642,4.0,8.0,13750000.0,487.0,1.0,0.0,3.0,5.0
593,2018-03-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,41250000.0,0.0,14621922.74,2018-12-31,214.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.1470790378006873,0.7539518900343642,4.0,8.0,13750000.0,701.0,0.0,1.0,3.0,6.0
592,2018-08-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,42121922.74,871923.0,14621922.74,2019-12-31,365.0,1097.0,27500000.0,2017-01-29,1455.0,0.03170629090909091,0.5317062814545455,0.2508591065292096,0.7539518900343642,4.0,8.0,14621923.0,1066.0,1.0,1.0,4.0,7.0
591,2019-01-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,42121922.74,0.0,14621922.74,2019-12-31,0.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.0,0.7539518900343642,4.0,8.0,14621923.0,1066.0,0.0,0.0,4.0,7.0
590,2019-05-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,42121922.74,0.0,14621922.74,2019-12-31,0.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.0,0.7539518900343642,4.0,8.0,14621923.0,1066.0,0.0,0.0,4.0,7.0
589,2019-09-01,349,West Thames Street Pedestrian Bridge Construction,"This project will design and construct a pedestrian bridge over Route 9A at West Thames Street, and remove the existing Rector Street pedestrian bridge.","Bridges, Streets and Roadways",Manhattan,EDC,"DOT, Mayor's Office",Construction,2013-02-04,42121922.74,0.0,14621922.74,2020-01-31,31.0,1097.0,27500000.0,2017-01-29,1455.0,0.0,0.5317062814545455,0.021305841924398626,0.7539518900343642,4.0,8.0,14621923.0,1097.0,0.0,1.0,4.0,8.0
618,2013-09-01,360,Battery Park Underpass Sandy Flood Damage Repair,"Emergency contract to repair Sandy flood damage (ventilation, fire, lighting, communications, drainage) to the Battery Park and West Street Underpass tunnels.",Streets and Roadways,Manhattan,DOT,,Design,2012-11-19,46595000.0,0.0,28131346.0,2016-09-09,0.0,1161.0,46595000.0,2016-09-09,1390.0,0.0,0.6037417319454877,0.0,0.8352517985611511,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
617,2014-01-01,360,Battery Park Underpass Sandy Flood Damage Repair,"This project is to make emergency repairs caused by Hurrican Sandy flood damage (ventilation, fire, lighting, communications, drainage) to the Battery Park and West Street Underpass tunnels.",Streets and Roadways,Manhattan,DOT,,Design,2012-11-19,47280551.0,685551.0,28131346.0,2016-11-24,76.0,1161.0,46595000.0,2016-09-09,1390.0,0.014712973495010195,0.6037417319454877,0.05467625899280575,0.8352517985611511,13.0,6.0,685551.0,76.0,1.0,1.0,1.0,1.0
616,2014-05-01,360,Battery Park Underpass Sandy Flood Damage Repair,"This project is to make emergency repairs caused by Hurricane Sandy flood damage (ventilation, fire, lighting, communications, drainage) to the Battery Park and West Street Underpass tunnels.  New PROJECT ID is SANDHB001",Streets and Roadways,Manhattan,DOT,,Design,2012-11-19,41004540.0,-6276011.0,28131346.0,2017-01-03,40.0,1161.0,46595000.0,2016-09-09,1390.0,-0.13469279965661551,0.6037417319454877,0.02877697841726619,0.8352517985611511,13.0,6.0,-5590460.0,116.0,1.0,1.0,2.0,2.0
615,2015-02-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,70410218.0,29405678.0,28131346.0,2018-01-31,393.0,1161.0,46595000.0,2016-09-09,1390.0,0.6310908466573667,0.6037417319454877,0.2827338129496403,0.8352517985611511,13.0,6.0,23815218.0,509.0,1.0,1.0,3.0,3.0
614,2015-08-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,122818618.89,52408401.0,28131346.0,2018-01-31,0.0,1161.0,46595000.0,2016-09-09,1390.0,1.1247644811675073,0.6037417319454877,0.0,0.8352517985611511,13.0,6.0,76223619.0,509.0,1.0,0.0,4.0,3.0
613,2016-01-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,122217147.6,-601471.0,28131346.0,2018-01-31,0.0,1161.0,46595000.0,2016-09-09,1390.0,-0.012908488035196909,0.6037417319454877,0.0,0.8352517985611511,13.0,6.0,75622148.0,509.0,1.0,0.0,5.0,3.0
612,2016-06-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,124162147.6,1945000.0,28131346.0,2018-01-31,0.0,1161.0,46595000.0,2016-09-09,1390.0,0.04174267625281682,0.6037417319454877,0.0,0.8352517985611511,13.0,6.0,77567148.0,509.0,1.0,0.0,6.0,3.0
611,2016-11-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,124027147.6,-135000.0,28131346.0,2018-07-30,180.0,1161.0,46595000.0,2016-09-09,1390.0,-0.0028973065779590084,0.6037417319454877,0.12949640287769784,0.8352517985611511,13.0,6.0,77432148.0,689.0,1.0,1.0,7.0,4.0
610,2017-04-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,72002147.6,-52025000.0,28131346.0,2018-07-30,0.0,1161.0,46595000.0,2016-09-09,1390.0,-1.1165361090245733,0.6037417319454877,0.0,0.8352517985611511,13.0,6.0,25407148.0,689.0,1.0,0.0,8.0,4.0
609,2017-09-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,72952147.0,949999.0,28131346.0,2018-07-30,0.0,1161.0,46595000.0,2016-09-09,1390.0,0.02038843223521837,0.6037417319454877,0.0,0.8352517985611511,13.0,6.0,26357147.0,689.0,1.0,0.0,9.0,4.0
608,2018-03-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,73010947.0,58800.0,28131346.0,2018-07-30,0.0,1161.0,46595000.0,2016-09-09,1390.0,0.0012619379761777015,0.6037417319454877,0.0,0.8352517985611511,13.0,6.0,26415947.0,689.0,1.0,0.0,10.0,4.0
607,2018-08-01,360,Battery Park Underpass Sandy Flood Damage Repair,Restore tunnel systems at the Battery Park and West Street Underpass tunnels.,Streets and Roadways,Manhattan,DOT,,Construction,2012-11-19,75409347.0,2398400.0,28131346.0,2018-12-06,129.0,1161.0,46595000.0,2016-09-09,1390.0,0.05147333404871767,0.6037417319454877,0.09280575539568345,0.8352517985611511,13.0,6.0,28814347.0,818.0,1.0,1.0,11.0,5.0
